sentence,sentence_image_path,letters_folder_path,font
IN BETWEEN BERNARD HAD PASSED PIQUET AS WELL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3912.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3912,C:/Windows/Fonts/seguisb.ttf
NUMMIPUSULA IS A MUNICIPALITY IN FINLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3913.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3913,C:/Windows/Fonts/consolai.ttf
THESE REMNANTS ARE VISIBLE IN THE GANDHARA CAPITAL OF TAXILA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3914.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3914,C:/Windows/Fonts/malgunsl.ttf
MUNCIE IS A CITY OF INDIANA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3915.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3915,C:/Windows/Fonts/l_10646.ttf
AT THE STATE OR NATIONAL LEVEL ARE GRAND LODGES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3916.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3916,C:/Windows/Fonts/seguiemj.ttf
TELLURIUM COMPOUNDS ARE CHEMICAL COMPOUNDS CONTAINING TELLURIUM IONS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3917.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3917,C:/Windows/Fonts/segoeuil.ttf
SUBSEQUENTLY BECAME WOLF.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3918.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3918,C:/Windows/Fonts/consolai.ttf
WAS MADE FOR HANNABARBERA PRODUCTIONS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3919.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3919,C:/Windows/Fonts/segoeuiz.ttf
IT IS MADE BY REACTING TIN WITH CHLORINE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3920.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3920,C:/Windows/Fonts/seguiemj.ttf
GROISSIAT IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3921.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3921,C:/Windows/Fonts/consolaz.ttf
THE CANADIAN PLACE OF QUEBEC IS TO THE NORTHWEST.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3922.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3922,C:/Windows/Fonts/consola.ttf
THE ESTONIAN WIKIPEDIA IS THE ESTONIAN LANGUAGE EDITION OF WIKIPEDIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3923.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3923,C:/Windows/Fonts/segoeuil.ttf
THE LARGE FEET ARE ROBUST WITH LONG CURVED CLAWS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3924.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3924,C:/Windows/Fonts/segoeui.ttf
PAULING RECEIVED NUMEROUS AWARDS AND HONORS DURING HIS CAREER.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3925.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3925,C:/Windows/Fonts/consolab.ttf
YES I M CERTAIN THAT IT HAPPENS ALL THE TIME.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3926.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3926,C:/Windows/Fonts/consolab.ttf
AGRICULTURE IS THE PROFESSION OF THE MOST OF THE PEOPLE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3927.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3927,C:/Windows/Fonts/mmrtext.ttf
I NEED THY PRESENCE EVERY PASSING HOUR.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3928.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3928,C:/Windows/Fonts/trebucit.ttf
JANI WAS THE TEST DRIVER FOR SAUBER PETRONAS IN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3929.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3929,C:/Windows/Fonts/trebucit.ttf
HAVE YOU BEEN TO THE BEACH LATELY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3930.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3930,C:/Windows/Fonts/consola.ttf
HE HAS HOMES IN LUGANO SWITZERLAND AND PESCARA ITALY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3931.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3931,C:/Windows/Fonts/seguisb.ttf
THE VERTEX IS THE POINT WHERE THE CURVATURE IS GREATEST.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3932.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3932,C:/Windows/Fonts/ariali.ttf
JOHN VON NEUMANN WAS HIS ASSISTANT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3933.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3933,C:/Windows/Fonts/lucon.ttf
ART DIRECTOR OF CLASSICA NOVA INTERNATIONAL MUSIC COMPETITION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3934.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3934,C:/Windows/Fonts/couri.ttf
THIS IS A CATEGORY FOR ALBUMS BY THE BEATLES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3935.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3935,C:/Windows/Fonts/ariali.ttf
OAKLEY IS A VILLAGE IN FIFE SCOTLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3936.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3936,C:/Windows/Fonts/consolai.ttf
CHIBA IS FAMOUS FOR PEANUTS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3937.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3937,C:/Windows/Fonts/segoeui.ttf
PRINCE OF ORANGE IS A TITLE OF NOBILITY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3938.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3938,C:/Windows/Fonts/verdanab.ttf
IT IS CLASSIFIED AS A FORM OR DIALECT OF PUNJABI.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3939.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3939,C:/Windows/Fonts/arial.ttf
NATIONAL FUEL GAS CO IS AN ENERGY COMPANY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3940.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3940,C:/Windows/Fonts/arial.ttf
BIANCA IS A CLOSER MOON TO URANUS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3941.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3941,C:/Windows/Fonts/consolab.ttf
COLIGNY IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3942.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3942,C:/Windows/Fonts/phagspa.ttf
THE MAIN TRIBE OF THIS UNION COUNCIL IS THE KARLAL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3943.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3943,C:/Windows/Fonts/seguisym.ttf
A PERSON WITH HEMOPHILIA IS CALLED A HEMOPHILIAC.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3944.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3944,C:/Windows/Fonts/verdanab.ttf
LICHTENBERG WAS A BOROUGH IN BERLIN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3945.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3945,C:/Windows/Fonts/lvnmbd.ttf
AS PRIME MINISTER BOWELL FACED THE DIFFICULT MANITOBA SCHOOLS QUESTION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3946.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3946,C:/Windows/Fonts/seguiemj.ttf
BHOPAL IS LOCATED IN THE CENTRAL PART OF INDIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3947.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3947,C:/Windows/Fonts/consolai.ttf
AN ANCIENT POET SAPPHO LIVED ON LESBOS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3948.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3948,C:/Windows/Fonts/consolab.ttf
THE CENTROSOME HAS APPARENTLY ONLY EVOLVED IN METAZOAN EUKARYOTIC CELLS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3949.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3949,C:/Windows/Fonts/malgun.ttf
AT A CERTAIN DISTANCE THESE EDGES OVERLAP.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3950.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3950,C:/Windows/Fonts/malgun.ttf
SPANDAU IS THE WESTERNMOST BOROUGH LRB BEZIRK RRB OF BERLIN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3951.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3951,C:/Windows/Fonts/ebrima.ttf
HIS BROTHER MARZUKI STEVENS IS A MARATHON RUNNER.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3952.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3952,C:/Windows/Fonts/segoeuil.ttf
NOT NECESSARILY THE YEAR AFTER.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3953.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3953,C:/Windows/Fonts/arialbi.ttf
PONCIN IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3954.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3954,C:/Windows/Fonts/couri.ttf
CONSUMERS REGARD CERTAIN CULTIVARS AS PREMIUM QUALITY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3955.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3955,C:/Windows/Fonts/trebucit.ttf
THE DEFECTOR WAS NOT CAPTURED.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3956.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3956,C:/Windows/Fonts/seguisym.ttf
FRESH PLAICE IS ALSO OVENBAKED.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3957.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3957,C:/Windows/Fonts/ariali.ttf
BALAN IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3958.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3958,C:/Windows/Fonts/segoeui.ttf
COURSEGOULES IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3959.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3959,C:/Windows/Fonts/consolaz.ttf
IF LRB TYPEOF DOCUMENT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3960.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3960,C:/Windows/Fonts/ebrima.ttf
GLANSEVERN HALL AND GARDENS ARE ALSO NEAR TO THE VILLAGE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3961.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3961,C:/Windows/Fonts/segoeuisl.ttf
VIEU IS A COMMUNE OF FRANCE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3962.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3962,C:/Windows/Fonts/consolai.ttf
THE WAWEL DRAGON IS A WELL KNOWN POLISH FOLKTALE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3963.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3963,C:/Windows/Fonts/arialbi.ttf
THE ACROPOLIS OF ATHENS IS THE MOST FAMOUS ACROPOLIS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3964.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3964,C:/Windows/Fonts/segoeuil.ttf
THE GENETIC INFORMATION TRANSFERRED IS OFTEN BENEFICIAL TO THE RECIPIENT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3965.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3965,C:/Windows/Fonts/gadugi.ttf
ZINC IS USED IN ALLOYS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3966.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3966,C:/Windows/Fonts/gisha.ttf
CHEATING CAN BE DONE IN MANY WAYS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3967.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3967,C:/Windows/Fonts/arialbi.ttf
EUFAULA IS A CITY IN BARBOUR COUNTY ALABAMA UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3968.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3968,C:/Windows/Fonts/segoeui.ttf
WHICH IS AS ANGRY AS THE TELETUBBIES GET.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3969.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3969,C:/Windows/Fonts/seguisb.ttf
GIGOUT WAS BORN IN NANCY AND DIED IN PARIS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3970.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3970,C:/Windows/Fonts/lvnmbd.ttf
FAIRFIELD IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3971.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3971,C:/Windows/Fonts/segoeuiz.ttf
THE FEATURE RACE WAS HELD MIDAFTERNOON.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3972.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3972,C:/Windows/Fonts/seguibl.ttf
TATAMI MATS ARE A TRADITIONAL JAPANESE FLOORING.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3973.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3973,C:/Windows/Fonts/consola.ttf
STITES IS A CITY OF IDAHO IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3974.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3974,C:/Windows/Fonts/seguibl.ttf
HER BEBOP RECORDING OF OH LADY BE GOOD.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3975.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3975,C:/Windows/Fonts/ahronbd.ttf
HAVE YOU THOUGHT OF HAVING TREATMENT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3976.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3976,C:/Windows/Fonts/mmrtext.ttf
IN THE POEM GRENDEL IS FEARED BY ALL BUT BEOWULF.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3977.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3977,C:/Windows/Fonts/seguiemj.ttf
MINIDOKA IS A CITY OF IDAHO IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3978.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3978,C:/Windows/Fonts/verdanab.ttf
IT HAS MERCURY AND NITRATE IONS IN IT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3979.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3979,C:/Windows/Fonts/seguihis.ttf
THE REST ARE DROPPED.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3980.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3980,C:/Windows/Fonts/taile.ttf
MICHAEL F FELDKAMP LRB ED RRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3981.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3981,C:/Windows/Fonts/ariali.ttf
SUKHUMI IS THE CAPITAL CITY OF ABKHAZIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3982.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3982,C:/Windows/Fonts/palab.ttf
SHE FOUNDED THE CURIE INSTITUTES IN PARIS AND WARSAW.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3983.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3983,C:/Windows/Fonts/arialbi.ttf
CELLULOSE IS NOT DIGESTIBLE BY HUMANS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3984.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3984,C:/Windows/Fonts/verdanaz.ttf
IT IS FOUND IN BRAZIL GUYANA AND VENEZUELA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3985.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3985,C:/Windows/Fonts/seguihis.ttf
ZAKYNTHOS IS THE CAPITAL OF ZAKYNTHOS ISLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3986.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3986,C:/Windows/Fonts/lvnmbd.ttf
IT IS THE LATEST OF THE TRIUMPHAL ARCHES IN ROME.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3987.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3987,C:/Windows/Fonts/seguisym.ttf
ALL FIELD NAMES MUST BE LOWERCASE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3988.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3988,C:/Windows/Fonts/seguisym.ttf
THE BROADCAST METEOROLOGISTS ARE EMPLOYED BY THE MET OFFICE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3989.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3989,C:/Windows/Fonts/taile.ttf
IT IS INCLUDED IN THE HUNTSVILLEDECATUR COMBINED STATISTICAL AREA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3990.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3990,C:/Windows/Fonts/verdanaz.ttf
NAMA PASS LRB EL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3991.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3991,C:/Windows/Fonts/verdanaz.ttf
DOCUMENTATION AT NAVFRAME.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3992.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3992,C:/Windows/Fonts/seguiemj.ttf
SOMETIMES CONCERTS ARE FREE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3993.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3993,C:/Windows/Fonts/ariali.ttf
LRB COMPASSIONLESS LOVE RRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3994.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3994,C:/Windows/Fonts/ahronbd.ttf
THE MAIN LANGUAGE OF PORTUGAL IS PORTUGUESE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3995.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3995,C:/Windows/Fonts/ariali.ttf
ARCADIA IS A CITY OF OKLAHOMA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3996.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3996,C:/Windows/Fonts/consolai.ttf
SOMETIMES MECHANICIANS ARE ALSO CALLED MECHANIKER AND MECHANICIST.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3997.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3997,C:/Windows/Fonts/arial.ttf
AMONG OTHER THINGS THEY EAT RAFFLESIA FRUIT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3998.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3998,C:/Windows/Fonts/palab.ttf
EACH YEAR AROVELL PRINTS BETWEEN TEN AND TWENTY NEW BOOKS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_3999.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_3999,C:/Windows/Fonts/ebrima.ttf
SUZY AISNE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4000.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4000,C:/Windows/Fonts/couri.ttf
ARBON THEN BECAME PART OF THE OLD SWISS CONFEDERACY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4001.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4001,C:/Windows/Fonts/segoeuiz.ttf
COWBOY BEBOP IS INSPIRED BY AMERICAN CULTURE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4002.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4002,C:/Windows/Fonts/consolab.ttf
IT IS OFTEN CALLED THE GREATEST CHURCH IN CHRISTENDOM.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4003.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4003,C:/Windows/Fonts/malgun.ttf
DESPITE THEIR COMMON NAME CUTTLEFISH ARE NOT FISH BUT MOLLUSCS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4004.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4004,C:/Windows/Fonts/lvnmbd.ttf
DRIGGS IS A CITY OF IDAHO IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4005.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4005,C:/Windows/Fonts/verdanab.ttf
NOT ALL DINOFLAGELLATE BLOOMS ARE DANGEROUS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4006.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4006,C:/Windows/Fonts/verdanaz.ttf
LIST OF PORTALS FEATURED PORTALS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4007.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4007,C:/Windows/Fonts/ntailu.ttf
FROM THE TWELFTH CENTURY THE KHACHEN PRINCIPALITY DOMINATED THE REGION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4008.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4008,C:/Windows/Fonts/consolai.ttf
LOMPNIEU IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4009.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4009,C:/Windows/Fonts/gisha.ttf
SOUTHERN CALIFORNIA IS A REGION OF CALIFORNIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4010.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4010,C:/Windows/Fonts/seguisym.ttf
THE OUTER THREE TEPALS ARE NARROWER.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4011.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4011,C:/Windows/Fonts/gisha.ttf
ITALIAN WARSHIPS HAD A GENERAL REPUTATION AS WELLDESIGNED AND GOODLOOKING.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4012.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4012,C:/Windows/Fonts/couri.ttf
A WELL KNOWN POLITICIAN OF THIS PARTY WAS BRUNO KREISKY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4013.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4013,C:/Windows/Fonts/ariali.ttf
THERE IS RECREATION CAMP IN BENETICE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4014.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4014,C:/Windows/Fonts/consolaz.ttf
HE PLAYS FOR BORUSSIA DORTMUND AND EGYPT NATIONAL TEAM.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4015.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4015,C:/Windows/Fonts/ariali.ttf
IT IS ON THE CIRCLE HAMMERSMITH CITY AND METROPOLITAN LINES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4016.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4016,C:/Windows/Fonts/ahronbd.ttf
CHEESE IS DERIVED FROM A WORD IN OLD ENGLISH.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4017.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4017,C:/Windows/Fonts/seguisb.ttf
OSTRA IS A COMMUNE FOUND IN SUCEAVA COUNTY ROMANIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4018.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4018,C:/Windows/Fonts/mmrtext.ttf
ORIYA ANYTHING ELSE LRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4019.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4019,C:/Windows/Fonts/arial.ttf
ALSO INCLUDES COMMENTARY ON MUSIC VIDEOS BY OASIS MEMBERS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4020.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4020,C:/Windows/Fonts/ntailu.ttf
POWYS IS AN AREA OF CENTRAL WALES NEXT TO ENGLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4021.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4021,C:/Windows/Fonts/verdanab.ttf
ITS CAPITAL IS THE CITY OF UDINE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_4022.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_4022,C:/Windows/Fonts/seguihis.ttf
